user_id,respondent_id,response_id,object,response,item,eucl_item_resp,eucl_objc_resp,cos_dist_item_resp,cos_dist_objc_resp
3314,prolific_participantid_5422cca4fdf99b328c91b21b,47511,fork,As a comb,chair,8.5469675,8.013143,0.8249666690826416,0.7323091328144073
3314,prolific_participantid_5422cca4fdf99b328c91b21b,47512,fork,To decorate pottery,chair,11.685653,12.155675,0.716931015253067,0.7907819598913193
3314,prolific_participantid_5422cca4fdf99b328c91b21b,47513,fork,Body scratcher,chair,9.233773,10.531011,0.5955301821231842,0.7957079410552979
3314,prolific_participantid_5422cca4fdf99b328c91b21b,47514,fork,Shoehorn,chair,8.791459,7.8731008,0.9899493735283612,0.7990061938762665
3314,prolific_participantid_5422cca4fdf99b328c91b21b,47515,fork,Sandcastle flag,chair,11.836369,11.581881,0.8595173954963684,0.8231724500656128
3314,prolific_participantid_5422cca4fdf99b328c91b21b,47516,fork,Mini trowel/ garden fork,chair,13.370297,10.909543,0.6458079814910889,0.3372524380683899
3314,prolific_participantid_5422cca4fdf99b328c91b21b,48276,book,Building block,chair,11.201926,11.326246,0.7447461485862732,0.7859595715999603
3314,prolific_participantid_5422cca4fdf99b328c91b21b,48277,book,Fan,chair,8.480334,7.559517,0.8306839764118195,0.7013560235500336
3314,prolific_participantid_5422cca4fdf99b328c91b21b,48278,book,Decoration,chair,8.196847,8.737158,0.7207832932472229,0.8656852096319199
3314,prolific_participantid_5422cca4fdf99b328c91b21b,48279,book,Fly swatter,chair,11.967817,12.195749,0.8261860460042953,0.8894691318273544
3314,prolific_participantid_5422cca4fdf99b328c91b21b,48280,book,Door wedge,chair,9.665955,11.407452,0.5673714280128479,0.8513383865356445
3314,prolific_participantid_5422cca4fdf99b328c91b21b,48281,book,Raising block,chair,9.948033,10.198397,0.7294871211051941,0.7973596155643463
3314,prolific_participantid_5422cca4fdf99b328c91b21b,48282,book,Money safe,chair,10.764982,10.468251,0.7265425026416779,0.7013449668884277
3314,prolific_participantid_5422cca4fdf99b328c91b21b,48283,book,Secret hiding place,chair,13.555236,12.698241,0.7485009431838989,0.6347039639949799
3314,prolific_participantid_5422cca4fdf99b328c91b21b,48284,book,Art,chair,8.210796,7.2370796,0.7349389791488647,0.6041516065597534
3314,prolific_participantid_5422cca4fdf99b328c91b21b,47961,tin can,Pen pot,chair,10.543015,9.385316,0.6957106590270996,0.5378490388393402
3314,prolific_participantid_5422cca4fdf99b328c91b21b,47962,tin can,Watering can,chair,8.8544655,8.286291,0.8673795759677887,0.7769263982772827
3314,prolific_participantid_5422cca4fdf99b328c91b21b,47963,tin can,Drum,chair,8.591916,8.213311,0.7849907726049423,0.7329253852367401
3314,prolific_participantid_5422cca4fdf99b328c91b21b,47964,tin can,Stilts,chair,8.669479,8.457109,0.8171636909246445,0.7950127273797989
3314,prolific_participantid_5422cca4fdf99b328c91b21b,47965,tin can,Phone (with string),chair,16.282944,16.551882,0.7591164261102676,0.8026137202978134
3314,prolific_participantid_5422cca4fdf99b328c91b21b,47966,tin can,Money box,chair,9.982292,9.1498165,0.6949276626110077,0.5808352530002594
3314,prolific_participantid_5422cca4fdf99b328c91b21b,47967,tin can,Rainwater collector,chair,12.602598,10.740352,0.9225018694996834,0.6433993279933929
3318,prolific_participantid_54240de1fdf99b691fb383a8,48141,fork,hair comb,chair,12.50004,12.953321,0.7295516133308411,0.8001356720924377
3318,prolific_participantid_54240de1fdf99b691fb383a8,48142,fork,weapon,chair,9.016597,8.631538,0.8724124729633331,0.8071174323558807
3318,prolific_participantid_54240de1fdf99b691fb383a8,48143,fork,lawn aerator,chair,12.544186,12.0999775,0.7765246033668518,0.7135433256626129
3318,prolific_participantid_54240de1fdf99b691fb383a8,48144,fork,cat scarer,chair,12.282669,12.867529,0.8706428706645966,0.972457656636834
3318,prolific_participantid_54240de1fdf99b691fb383a8,48145,fork,french knitting,chair,11.347244,11.890336,0.711427241563797,0.7969740629196167
3318,prolific_participantid_54240de1fdf99b691fb383a8,48146,fork,musical instrument,chair,12.058672,12.587615,0.7668728828430176,0.8524470031261444
3318,prolific_participantid_54240de1fdf99b691fb383a8,48147,fork,wind chimes,chair,11.565892,11.742617,0.7612487226724625,0.7920961976051331
3318,prolific_participantid_54240de1fdf99b691fb383a8,47233,book,door stop,chair,10.00553,10.671095,0.6174431443214417,0.7348901629447937
3318,prolific_participantid_54240de1fdf99b691fb383a8,47234,book,flower press,chair,9.946713,10.003176,0.664572536945343,0.6932719647884369
3318,prolific_participantid_54240de1fdf99b691fb383a8,47235,book,step,chair,7.6189647,7.436205,0.726775050163269,0.7420578896999359
3318,prolific_participantid_54240de1fdf99b691fb383a8,47236,book,raiser,chair,8.164335,8.159432,0.8087955117225647,0.8623089045286179
3318,prolific_participantid_54240de1fdf99b691fb383a8,47237,book,emergency fire lighter,chair,14.372724,15.0226145,0.69804847240448,0.8054880946874619
3318,prolific_participantid_54240de1fdf99b691fb383a8,47771,tin can,telephone,chair,8.725508,9.307949,0.747745156288147,0.868177518248558
3318,prolific_participantid_54240de1fdf99b691fb383a8,47772,tin can,pen holder,chair,10.687784,10.73022,0.6269902288913727,0.6382571458816528
3318,prolific_participantid_54240de1fdf99b691fb383a8,47773,tin can,candle holder,chair,10.911085,10.418992,0.6112644374370575,0.5481459200382233
3318,prolific_participantid_54240de1fdf99b691fb383a8,47774,tin can,stilts,chair,8.669479,8.457109,0.8171636909246445,0.7950127273797989
3318,prolific_participantid_54240de1fdf99b691fb383a8,47775,tin can,making a stove,chair,9.865309,9.520704,0.6489764451980591,0.6061490774154663
3318,prolific_participantid_54240de1fdf99b691fb383a8,47776,tin can,boil water in it,chair,13.064587,11.86891,0.8362437188625336,0.6645392179489136
3318,prolific_participantid_54240de1fdf99b691fb383a8,47777,tin can,water holder,chair,10.36788,10.234961,0.616144984960556,0.602705180644989
3318,prolific_participantid_54240de1fdf99b691fb383a8,47778,tin can,store food,chair,11.787325,11.303171,0.7785542011260986,0.7129226624965668
3157,prolific_participantid_54aefa06fdf99b09c01b37f4,45371,fork,Putting strips of tin foil on it and using it to scare the birds.,chair,24.804394,24.45009,0.7217079997062683,0.6719741821289062
3157,prolific_participantid_54aefa06fdf99b09c01b37f4,45372,fork,Using it as a tool when painting to draw lines in thick paint on a canvas.,chair,30.394703,30.909935,0.6385624408721924,0.7091734707355499
3157,prolific_participantid_54aefa06fdf99b09c01b37f4,45373,fork,To massage someone's back (gently).,chair,17.744831,18.707912,0.6091035902500153,0.742531955242157
3157,prolific_participantid_54aefa06fdf99b09c01b37f4,45374,fork,To put cheese on and try to tempt a mouse out of a hole.,chair,21.476915,20.697182,0.7007728219032288,0.5935696661472321
3157,prolific_participantid_54aefa06fdf99b09c01b37f4,45375,fork,To mash baby food.,chair,15.945898,15.82269,0.6832010447978973,0.6668970584869385
3157,prolific_participantid_54aefa06fdf99b09c01b37f4,45376,fork,To use to toast food or marshmallows on an open fire.,chair,25.274858,24.815762,0.6711151897907257,0.6071792840957642
3157,prolific_participantid_54aefa06fdf99b09c01b37f4,45377,fork,To make candyfloss on if you don't have a stick.,chair,11.004222,10.913442,0.7320021688938141,0.7218073308467865
3157,prolific_participantid_54aefa06fdf99b09c01b37f4,45525,book,Throw it at someone who is being offensive or presenting a threat to you.,chair,18.925522,18.349909,0.7553414106369019,0.6760334074497223
3157,prolific_participantid_54aefa06fdf99b09c01b37f4,45526,book,Use it on the fire to burn to keep warm in this Tory induced cost of living crisis.,chair,32.692932,32.968353,0.6526715457439423,0.6841887831687927
3157,prolific_participantid_54aefa06fdf99b09c01b37f4,45527,book,Sell it to raise funds to buy food.,chair,24.1464,23.610271,0.7100971043109894,0.63056680560112
3157,prolific_participantid_54aefa06fdf99b09c01b37f4,45528,book,Take photos of it for an art project.,chair,16.214811,14.856995,0.7121447920799255,0.5252890586853027
3157,prolific_participantid_54aefa06fdf99b09c01b37f4,45529,book,Make stacks and stacks of books against your house wall (indoors) as insulation to keep warm in wint,chair,32.72381,32.83456,0.6249376535415649,0.630477637052536
3157,prolific_participantid_54aefa06fdf99b09c01b37f4,45530,book,Wet the pages with glue and use use it in collage.,chair,25.462288,24.60442,0.7100905179977417,0.5835862457752228
3157,prolific_participantid_54aefa06fdf99b09c01b37f4,45690,tin can,Wash and recycle it to save the planet.,chair,19.465796,18.937582,0.733377069234848,0.6600737571716309
3157,prolific_participantid_54aefa06fdf99b09c01b37f4,45691,tin can,Paint the outside and use it as a paint roller.,chair,23.032957,22.935192,0.6222276389598846,0.6064743399620056
3157,prolific_participantid_54aefa06fdf99b09c01b37f4,45692,tin can,Grow plants in it.,chair,15.10625,14.95575,0.8109160512685776,0.7941349893808365
