id,response_id,eucldist_object_response,cosdist_object_response,eucldist_chair_response,cosdist_chair_response,object,response,originality_rater01,utility_rater01,surprise_rater01
1,2022040001,8365611,0.847085744142532,8658492,0.854830041527748,book,doorstop,NA,NA,NA
2,2022040002,6382291,0.63919198513031,68712573,0.683054953813553,book,start a fire,NA,NA,NA
3,2022040003,63070064,0.650515496730804,4980463,0.297942340373993,book,prop up a table or chair leg,NA,NA,NA
4,2022040004,8987339,0.939968153834343,8695191,0.830963924527168,book,paperweight,NA,NA,NA
5,2022040005,57842026,0.540886729955673,6324841,0.598832815885544,book,make art such as by decoupaging it onto a canvas or,NA,NA,NA
6,2022040006,71566772,0.734890192747116,68453045,0.617443174123764,book,door stop,NA,NA,NA
7,2022040007,6382291,0.63919198513031,68712573,0.683054953813553,book,start a fire,NA,NA,NA
8,2022040008,63070064,0.650515496730804,4980463,0.297942340373993,book,prop up a table or chair leg,NA,NA,NA
9,2022040009,8987339,0.939968153834343,8695191,0.830963924527168,book,paperweight,NA,NA,NA
10,2022040010,5948086,0.565215557813644,6500143,0.623279571533203,book,make a collage or sculpture,NA,NA,NA
11,2022040011,65230865,0.638716816902161,72209396,0.727992177009583,book,can be,NA,NA,NA
12,2022040012,71566772,0.734890192747116,68453045,0.617443174123764,book,door stop,NA,NA,NA
13,2022040013,63070064,0.650515496730804,4980463,0.297942340373993,book,prop up a table or chair leg,NA,NA,NA
14,2022040014,8987339,0.939968153834343,8695191,0.830963924527168,book,paperweight,NA,NA,NA
15,2022040015,5785234,0.526747703552246,67808433,0.691641360521317,book,make a collage or scrapbook,NA,NA,NA
16,2022040016,6406901,0.699934601783752,65156794,0.642276704311371,book,cut up and used as confetti or streamers,NA,NA,NA
17,2022040017,8365611,0.847085744142532,8658492,0.854830041527748,book,doorstop,NA,NA,NA
18,2022040018,6382291,0.63919198513031,68712573,0.683054953813553,book,start a fire,NA,NA,NA
19,2022040019,8987339,0.939968153834343,8695191,0.830963924527168,book,paperweight,NA,NA,NA
20,2022040020,64858894,0.700675398111343,56796308,0.436382830142975,book,prop up a wobbly table leg,NA,NA,NA
21,2022040021,61760683,0.653031975030899,60455184,0.523647904396057,book,coaster for drinks (to prevent water rings on furniture),NA,NA,NA
22,2022040022,8365611,0.847085744142532,8658492,0.854830041527748,book,doorstop,NA,NA,NA
23,2022040023,64639,0.661803752183914,6342192,0.568474382162094,book,hold open a window,NA,NA,NA
24,2022040024,637816,0.673671752214432,64108553,0.603929579257965,book,coaster for a hot beverage,NA,NA,NA
25,2022040025,6136637,0.60074371099472,5955741,0.493256628513336,book,level a table or shelf,NA,NA,NA
26,2022040026,607274,0.614725261926651,6719333,0.703724145889282,book,used as an improvised weapon in self-defense or attack,NA,NA,NA
27,2022040027,50618777,0.371529400348663,63475437,0.589316189289093,book,Make a book into a lampshade,NA,NA,NA
28,2022040028,52503505,0.41048264503479,64975524,0.630210071802139,book,Turn an old book into a secret compartment,NA,NA,NA
29,2022040029,53794026,0.438795506954193,64208474,0.61100822687149,book,Use books as coasters for your drinks,NA,NA,NA
30,2022040030,5241545,0.408574223518372,66063833,0.658046871423721,book,Build a fort out of old books,NA,NA,NA
31,2022040031,55438547,0.473849177360535,63013506,0.576780438423157,book,Donate books to your local library or hospital waiting room,NA,NA,NA
32,2022040032,54989595,0.467076480388641,6477462,0.636393934488297,book,Give a new twist to an old favorite by reading it in character voices,NA,NA,NA
33,2022040033,8365611,0.847085744142532,8658492,0.854830041527748,book,doorstop,NA,NA,NA
34,2022040034,6382291,0.63919198513031,68712573,0.683054953813553,book,start a fire,NA,NA,NA
35,2022040035,8987339,0.939968153834343,8695191,0.830963924527168,book,paperweight,NA,NA,NA
36,2022040036,62698207,0.652368813753128,49792576,0.290716886520386,book,prop up a wobbly table or chair,NA,NA,NA
37,2022040037,62950587,0.676762640476227,68993454,0.756360992789268,book,weapon (for self-defense or attack),NA,NA,NA
38,2022040038,8365611,0.847085744142532,8658492,0.854830041527748,book,doorstop,NA,NA,NA
39,2022040039,8987339,0.939968153834343,8695191,0.830963924527168,book,paperweight,NA,NA,NA
40,2022040040,64858894,0.700675398111343,56796308,0.436382830142975,book,prop up a wobbly table leg,NA,NA,NA
41,2022040041,61466517,0.615031778812408,6259826,0.567357063293457,book,make a small shelf or ledge,NA,NA,NA
42,2022040042,6403056,0.654207289218903,62202425,0.545932322740555,book,hold open a window or door,NA,NA,NA
43,2022040043,8365611,0.847085744142532,8658492,0.854830041527748,book,doorstop,NA,NA,NA
44,2022040044,6136637,0.60074371099472,5955741,0.493256628513336,book,level a table or shelf,NA,NA,NA
45,2022040045,8987339,0.939968153834343,8695191,0.830963924527168,book,paperweight,NA,NA,NA
46,2022040046,62771516,0.646798133850098,4934053,0.287186324596405,book,make a impromptu stool or chair,NA,NA,NA
47,2022040047,613525,0.623246163129807,65074472,0.637169867753983,book,used in place of a cutting board when slicing vegetables or meat,NA,NA,NA
48,2022040048,8365611,0.847085744142532,8658492,0.854830041527748,book,doorstop,NA,NA,NA
49,2022040049,6183057,0.608821928501129,607203,0.516999036073685,book,keep a table level,NA,NA,NA
50,2022040050,6271651,0.643702447414398,65922794,0.646063685417175,book,make a paperweight,NA,NA,NA
51,2022040051,66349006,0.710690468549728,65918913,0.629114717245102,book,coaster for hot drinks,NA,NA,NA
52,2022040052,6403056,0.654207289218903,62202425,0.545932322740555,book,hold open a window or door,NA,NA,NA
53,2022040053,65230865,0.638716816902161,72209396,0.727992177009583,book,can be,NA,NA,NA
54,2022040054,8365611,0.847085744142532,8658492,0.854830041527748,book,doorstop,NA,NA,NA
55,2022040055,62200613,0.623315185308456,66853485,0.661415874958038,book,start a fire in an emergency situation,NA,NA,NA
56,2022040056,6369084,0.664097130298615,6511275,0.623301953077316,book,coaster for your beverage,NA,NA,NA
57,2022040057,64520235,0.666389048099518,6292433,0.561929732561111,book,level a table or surface,NA,NA,NA
58,2022040058,60278077,0.603750020265579,6085353,0.533386498689651,book,used as decoration on a shelf or mantelpiece,NA,NA,NA
59,2022040059,8365611,0.847085744142532,8658492,0.854830041527748,book,doorstop,NA,NA,NA
60,2022040060,6382291,0.63919198513031,68712573,0.683054953813553,book,start a fire,NA,NA,NA
61,2022040061,624457,0.632689118385315,58265743,0.467364430427551,book,prop up a table,NA,NA,NA
62,2022040062,8987339,0.939968153834343,8695191,0.830963924527168,book,paperweight,NA,NA,NA
63,2022040063,64639,0.661803752183914,6342192,0.568474382162094,book,hold open a window,NA,NA,NA
64,2022040064,55902224,0.46873414516449,6588283,0.614867359399796,book,make a paper,NA,NA,NA
65,2022040065,8365611,0.847085744142532,8658492,0.854830041527748,book,doorstop,NA,NA,NA
66,2022040066,6136637,0.60074371099472,5955741,0.493256628513336,book,level a table or shelf,NA,NA,NA
67,2022040067,8987339,0.939968153834343,8695191,0.830963924527168,book,paperweight,NA,NA,NA
68,2022040068,5785234,0.526747703552246,67808433,0.691641360521317,book,make a collage or scrapbook,NA,NA,NA
69,2022040069,61503496,0.625393390655518,6572679,0.652502983808517,book,used as kindling for a fire,NA,NA,NA
70,2022040070,67813983,0.661421716213226,754756,0.764100670814514,book,can,NA,NA,NA
71,2022040071,8365611,0.847085744142532,8658492,0.854830041527748,book,doorstop,NA,NA,NA
72,2022040072,63177576,0.645355045795441,6311865,0.57258403301239,book,level a table or other surface,NA,NA,NA
73,2022040073,63525615,0.673345029354095,4924946,0.280621290206909,book,prop up a wobbly chair or couch,NA,NA,NA
74,2022040074,8987339,0.939968153834343,8695191,0.830963924527168,book,paperweight,NA,NA,NA
75,2022040075,61844125,0.621660321950912,636333,0.590167790651321,book,door stop in an open doorway to help,NA,NA,NA
76,2022040076,8365611,0.847085744142532,8658492,0.854830041527748,book,doorstop,NA,NA,NA
77,2022040077,6136637,0.60074371099472,5955741,0.493256628513336,book,level a table or shelf,NA,NA,NA
78,2022040078,8987339,0.939968153834343,8695191,0.830963924527168,book,paperweight,NA,NA,NA
79,2022040079,60087533,0.586554348468781,65165024,0.63490355014801,book,keep papers from blowing away in the wind,NA,NA,NA
80,2022040080,62737226,0.634781718254089,60258994,0.508993268013,book,make a small step stool,NA,NA,NA
81,2022040081,0,0,8428878,0.793410256505013,book,book,NA,NA,NA
82,2022040082,8365611,0.847085744142532,8658492,0.854830041527748,book,doorstop,NA,NA,NA
83,2022040083,63651466,0.675155222415924,5738524,0.449152231216431,book,prop up a wobbly table,NA,NA,NA
84,2022040084,56250834,0.485195577144623,6365465,0.581106811761856,book,make a paper airplane,NA,NA,NA
85,2022040085,61503496,0.625393390655518,6572679,0.652502983808517,book,used as kindling for a fire,NA,NA,NA
86,2022040086,7816819,0.887701958417892,78775954,0.835960164666176,book,absorb spilled liquid,NA,NA,NA
87,2022040087,461844,0.296288192272186,7142381,0.717852622270584,book,collection of books,NA,NA,NA
88,2022040088,71566772,0.734890192747116,68453045,0.617443174123764,book,door stop,NA,NA,NA
89,2022040089,64294972,0.644518285989761,60567083,0.504396170377731,book,level a table,NA,NA,NA
90,2022040090,64441624,0.691661536693573,4979725,0.294432163238525,book,prop up a wobbly chair,NA,NA,NA
91,2022040091,8987339,0.939968153834343,8695191,0.830963924527168,book,paperweight,NA,NA,NA
92,2022040092,6240978,0.629056245088577,57818127,0.457399785518646,book,make a small stool or side table,NA,NA,NA
93,2022040093,61221085,0.607652485370636,6608695,0.650813072919846,book,cut in half and the,NA,NA,NA
94,2022040094,8365611,0.847085744142532,8658492,0.854830041527748,book,doorstop,NA,NA,NA
95,2022040095,6291964,0.630795955657959,49046626,0.291682600975037,book,level a table or chair,NA,NA,NA
96,2022040096,8987339,0.939968153834343,8695191,0.830963924527168,book,paperweight,NA,NA,NA
97,2022040097,655575,0.695979028940201,64313164,0.595465421676636,book,prop open a window,NA,NA,NA
98,2022040098,637816,0.673671752214432,64108553,0.603929579257965,book,coaster for a hot beverage,NA,NA,NA
99,2022040099,69448614,0.687739044427872,76076136,0.769105598330498,book,used,NA,NA,NA
100,2022040100,8365611,0.847085744142532,8658492,0.854830041527748,book,doorstop,NA,NA,NA
101,2022040101,6291964,0.630795955657959,49046626,0.291682600975037,book,level a table or chair,NA,NA,NA
102,2022040102,8987339,0.939968153834343,8695191,0.830963924527168,book,paperweight,NA,NA,NA
103,2022040103,59981785,0.592731535434723,57124505,0.441420197486877,book,prop up a wobbly leg on a piece of furniture,NA,NA,NA
104,2022040104,62275376,0.632102489471436,66725235,0.665309876203537,book,used as fuel for a fire,NA,NA,NA
105,2022040105,71566772,0.734890192747116,68453045,0.617443174123764,book,door stop,NA,NA,NA
106,2022040106,6136637,0.60074371099472,5955741,0.493256628513336,book,level a table or shelf,NA,NA,NA
107,2022040107,63670263,0.674010515213013,5021946,0.301214575767517,book,prop up a wobbly chair or table leg,NA,NA,NA
108,2022040108,8987339,0.939968153834343,8695191,0.830963924527168,book,paperweight,NA,NA,NA
109,2022040109,65729837,0.709748893976212,71678224,0.782391473650932,book,smash spiders or other bugs,NA,NA,NA
